Flight ID,Ident,Type,Origin,Destination,Time (UTC),Latitude,Longitude,Groundspeed (kts),Altitude (ft),Rate,Course,Direction,Facility Name,Facility Description,Estimated Pos.
AEE931-1427835551-422-1:0,AEE931,A320,HECA,LGAV,04/01/2015 01:31:00,31.048944,30.50137,,,,,,Interpolated,,Yes
AEE931-1427835551-422-1:0,AEE931,A320,HECA,LGAV,04/01/2015 01:33:00,31.203443,30.349821000000002,,,,,,Interpolated,,Yes
AEE931-1427835551-422-1:0,AEE931,A320,HECA,LGAV,04/01/2015 01:35:00,31.357941999999998,30.198025,,,,,,Interpolated,,Yes
AEE931-1427835551-422-1:0,AEE931,A320,HECA,LGAV,04/01/2015 01:37:00,31.51244,30.045978,,,,,,Interpolated,,Yes
AEE931-1427835551-422-1:0,AEE931,A320,HECA,LGAV,04/01/2015 01:39:00,31.666939000000003,29.89368,,,,,,Interpolated,,Yes
